osm_id,oneway,lanes,road_type,half_of_one,total_width,non_zero_means,classification,DotRef,DotRef_Lts,width
3987800,None,2,primary,None,12.30,6.00,6,16185,DotRef,6.30
3987801,None,2,primary,None,12.30,7.00,6,46199,DotRef,6.30
3987802,None,2,primary,None,12.30,0.00,5,26199,DotRef,6.30
3988667,None,2,primary,None,12.30,8.80,6,37270,DotRef,6.30
3988742,None,2,primary,None,12.30,7.00,6,37270,DotRef,6.30
3988899,None,2,primary,None,12.30,9.40,6,37270,DotRef,6.30
3991754,None,2,primary,None,12.30,0.00,5,3991754,primary,6.30
3991755,None,2,primary,None,12.30,0.00,5,3991755,primary,6.30
3991756,None,2,primary,None,12.30,0.00,5,3991756,primary,6.30
3992282,no,2,primary,None,12.30,9.80,6,7562,DotRef,6.30
3992951,None,2,primary,None,12.30,0.00,5,27720,DotRef,6.30
3992952,None,2,primary,None,12.30,0.00,5,27720,DotRef,6.30
3996085,None,2,primary,None,12.30,9.60,6,79998,DotRef,6.30
3996621,None,2,primary,None,12.30,0.00,5,6120,DotRef,6.30
3996821,None,2,primary,None,12.30,9.40,6,79998,DotRef,6.30
3996990,None,2,primary,None,12.30,9.00,6,28379,DotRef,6.30
3997094,None,2,primary,None,12.30,13.40,2a,46120,DotRef,6.30
3997095,None,2,primary,None,12.30,11.30,4a,6120,DotRef,6.30
3997144,None,2,primary,None,12.30,18.20,2a,17574,DotRef,6.30
3997173,None,2,primary,None,12.30,0.00,5,3997173,primary,6.30
3997174,None,2,primary,None,12.30,0.00,5,3997174,primary,6.30
3997445,None,2,primary,None,12.30,7.70,6,56849,DotRef,6.30
3997448,None,2,primary,None,12.30,7.90,6,6884,DotRef,6.30
3997449,None,2,primary,None,12.30,9.40,6,6884,DotRef,6.30
3997462,None,2,primary,None,12.30,7.00,6,36823,DotRef,6.30
3997463,None,2,primary,None,12.30,8.20,6,26803,DotRef,6.30
3997521,None,2,primary,None,12.30,6.70,6,26803,DotRef,6.30
3997522,None,2,primary,None,12.30,9.80,6,46812,DotRef,6.30
3997667,None,2,primary,None,12.30,7.60,6,17575,DotRef,6.30
3997668,None,2,primary,None,12.30,7.00,6,37708,DotRef,6.30
3997685,None,2,primary,None,12.30,6.70,6,47666,DotRef,6.30
3997715,None,2,primary,None,12.30,28.40,2b,16866,DotRef,6.30
3997717,None,2,primary,None,12.30,22.40,2b,38590,DotRef,6.30
3997953,None,2,primary,None,12.30,7.80,6,46435,DotRef,6.30
3997962,None,2,primary,None,12.30,14.40,3a,47729,DotRef,6.30
3998331,None,2,primary,None,12.30,0.00,5,3998331,primary,6.30
3999114,None,2,primary,None,12.30,0.00,5,3999114,primary,6.30
3999122,None,2,primary,None,12.30,0.00,5,3999122,primary,6.30
3999123,None,2,primary,None,12.30,0.00,5,3999123,primary,6.30
4003074,None,2,primary,None,12.30,12.60,1a,7934,DotRef,6.30
4003075,None,2,primary,None,12.30,35.60,4c,56433,DotRef,6.30
4003086,None,2,primary,None,12.30,0.00,5,27666,DotRef,6.30
4003087,None,3,primary,None,15.45,0.00,5,27666,DotRef,9.45
4003196,None,2,primary,None,12.30,9.80,6,27666,DotRef,6.30
4003199,None,2,primary,None,12.30,7.50,6,17536,DotRef,6.30
4003433,None,2,primary,None,12.30,14.70,3a,47664,DotRef,6.30
4004326,None,2,primary,None,12.30,0.00,5,4004326,primary,6.30
4004327,None,2,primary,None,12.30,0.00,5,4004327,primary,6.30
4004546,None,1,primary,None,9.15,6.30,6,16748,DotRef,3.15
4004824,None,2,primary,None,12.30,None,6,4004824,primary,6.30
4004825,None,2,primary,None,12.30,None,6,4004825,primary,6.30
4004826,None,2,primary,None,12.30,None,6,4004826,primary,6.30
4004876,None,2,primary,None,12.30,7.00,6,37734,DotRef,6.30
4004878,None,2,primary,None,12.30,6.60,6,74691,DotRef,6.30
4004880,None,2,primary,None,12.30,0.00,5,74691,DotRef,6.30
4004885,None,2,primary,None,12.30,6.10,6,37734,DotRef,6.30
4004886,None,2,primary,None,12.30,7.10,6,74691,DotRef,6.30
4005595,None,2,primary,None,12.30,7.20,6,19028,DotRef,6.30
4005607,None,2,primary,None,12.30,7.20,6,28496,DotRef,6.30
4005609,None,2,primary,None,12.30,5.90,6,7061,DotRef,6.30
4005610,no,2,primary,None,12.30,7.10,6,18452,DotRef,6.30
4005611,None,1,primary,None,9.15,7.00,6,57711,DotRef,3.15
4006043,None,2,primary,None,12.30,12.20,3a,57652,DotRef,6.30
4006116,None,2,primary,None,12.30,6.00,6,16852,DotRef,6.30
4006257,None,2,primary,None,12.30,8.60,6,16854,DotRef,6.30
4006388,None,2,primary,None,12.30,16.30,4a,16854,DotRef,6.30
4006389,None,2,primary,None,12.30,9.10,6,37707,DotRef,6.30
4006390,None,2,primary,None,12.30,12.50,4a,7606,DotRef,6.30
4006685,None,2,primary,None,12.30,7.00,6,16623,DotRef,6.30
4007585,None,2,primary,None,12.30,None,6,37540,DotRef,6.30
4009025,None,2,primary,None,12.30,10.60,2a,6896,DotRef,6.30
4009028,None,1,primary,None,9.15,19.40,4a,46120,DotRef,3.15
4009242,None,2,primary,None,12.30,8.60,6,16838,DotRef,6.30
4014005,None,2,primary,None,12.30,7.20,6,8609,DotRef,6.30
4014023,None,2,primary,None,12.30,7.20,6,36844,DotRef,6.30
4014024,None,2,primary,None,12.30,7.10,6,56793,DotRef,6.30
4014025,None,2,primary,None,12.30,7.00,6,56793,DotRef,6.30
4014026,None,2,primary,None,12.30,6.70,6,6769,DotRef,6.30
4014027,None,2,primary,None,12.30,7.00,6,36844,DotRef,6.30
4014037,None,2,primary,None,12.30,9.80,6,58162,DotRef,6.30
4014038,None,4,primary,None,18.60,8.70,6,57083,DotRef,12.60
4014039,None,2,primary,None,12.30,7.00,6,17600,DotRef,6.30
4016182,None,2,primary,None,12.30,9.60,6,4016182,primary,6.30
4016183,None,2,primary,None,12.30,7.00,6,4016183,primary,6.30
4016184,None,2,primary,None,12.30,7.60,6,4016184,primary,6.30
4016185,None,2,primary,None,12.30,0.00,5,4016185,primary,6.30
4020010,None,2,primary,None,12.30,8.00,6,6774,DotRef,6.30
4020011,None,2,primary,None,12.30,6.20,6,6774,DotRef,6.30
4020012,None,2,primary,None,12.30,6.60,6,6774,DotRef,6.30
4020013,None,2,primary,None,12.30,6.20,6,6774,DotRef,6.30
4020014,None,2,primary,None,12.30,7.10,6,6774,DotRef,6.30
4023445,None,2,primary,None,12.30,7.10,6,7216,DotRef,6.30
4038362,None,2,primary,None,12.30,0.00,5,7549,DotRef,6.30
4038742,None,2,primary,None,12.30,7.80,6,18335,DotRef,6.30
4038743,None,2,primary,None,12.30,7.00,6,6804,DotRef,6.30
4038752,None,2,primary,None,12.30,5.10,6,18335,DotRef,6.30
4040265,None,2,primary,None,12.30,7.80,6,36148,DotRef,6.30
4040266,None,2,primary,None,12.30,8.60,6,36148,DotRef,6.30
4040267,None,2,primary,None,12.30,17.10,2a,17025,DotRef,6.30
4040268,None,2,primary,None,12.30,7.40,6,6150,DotRef,6.30
4040269,None,2,primary,None,12.30,7.00,6,6150,DotRef,6.30
4040272,None,2,primary,None,12.30,7.30,6,6150,DotRef,6.30
4040273,None,2,primary,None,12.30,4.20,6,17025,DotRef,6.30
4040274,None,2,primary,None,12.30,17.00,4a,17025,DotRef,6.30
4040559,None,2,primary,None,12.30,7.20,6,16791,DotRef,6.30
4040563,None,2,primary,None,12.30,7.10,6,99896,DotRef,6.30
4040574,None,1,primary,None,9.15,0.00,5,16838,DotRef,3.15
4040577,None,1,primary,None,9.15,0.00,5,16838,DotRef,3.15
4040579,None,2,primary,None,12.30,8.50,6,4040579,primary,6.30
4040582,None,2,primary,None,12.30,6.00,6,46840,DotRef,6.30
4040583,None,2,primary,None,12.30,6.50,6,46840,DotRef,6.30
4040589,None,2,primary,None,12.30,0.00,5,16838,DotRef,6.30
4040590,None,2,primary,None,12.30,7.00,6,16838,DotRef,6.30
4040591,None,3,primary,None,15.45,4.00,6,16838,DotRef,9.45
4040600,None,2,primary,None,12.30,6.30,6,19028,DotRef,6.30
4040603,None,2,primary,None,12.30,6.00,6,16789,DotRef,6.30
4040604,None,2,primary,None,12.30,5.20,6,16789,DotRef,6.30
4040605,None,2,primary,None,12.30,0.00,5,26826,DotRef,6.30
4040606,None,2,primary,None,12.30,7.50,6,36278,DotRef,6.30
4040607,None,2,primary,None,12.30,6.00,6,26802,DotRef,6.30
4040618,None,2,primary,None,12.30,8.30,6,6770,DotRef,6.30
4040620,None,2,primary,None,12.30,7.80,6,36817,DotRef,6.30
4040696,None,2,primary,None,12.30,7.80,6,46806,DotRef,6.30
4040697,no,2,primary,None,12.30,6.70,6,9303,Lts,6.30
4040706,None,2,primary,None,12.30,6.50,6,26789,DotRef,6.30
4040709,None,2,primary,None,12.30,5.40,6,36817,DotRef,6.30
4040746,None,2,primary,None,12.30,7.70,6,6801,DotRef,6.30
4040747,None,2,primary,None,12.30,7.90,6,56802,DotRef,6.30
4040748,None,2,primary,None,12.30,8.20,6,46838,DotRef,6.30
4040749,None,2,primary,None,12.30,0.00,5,58193,DotRef,6.30
4040806,None,2,primary,None,12.30,8.60,6,18335,DotRef,6.30
4040915,None,2,primary,None,12.30,0.00,5,9020,Lts,6.30
4040916,None,2,primary,None,12.30,8.40,6,37637,DotRef,6.30
4040917,None,2,primary,None,12.30,0.00,5,7549,DotRef,6.30
4040918,None,2,primary,None,12.30,0.00,5,7549,DotRef,6.30
4040982,None,2,primary,None,12.30,7.00,6,8470,DotRef,6.30
4040984,None,2,primary,None,12.30,10.40,2a,16768,DotRef,6.30
4040995,None,3,primary,None,15.45,27.00,1b,28123,DotRef,9.45
4041072,None,1,primary,None,9.15,0.00,5,26889,DotRef,3.15
4041261,None,1,primary,None,9.15,8.00,6,27600,DotRef,3.15
4041262,None,2,primary,None,12.30,6.50,6,27600,DotRef,6.30
4041277,no,2,primary,None,12.30,7.50,6,6802,DotRef,6.30
4042737,None,2,primary,None,12.30,13.40,4a,46811,DotRef,6.30
4043377,None,2,primary,None,12.30,6.80,6,26802,DotRef,6.30
4043418,None,2,primary,None,12.30,7.00,6,26802,DotRef,6.30
4043419,None,2,primary,None,12.30,6.40,6,26802,DotRef,6.30
4043506,None,2,primary,None,12.30,10.70,3a,17585,DotRef,6.30
4043545,None,2,primary,None,12.30,13.10,4a,942596,DotRef,6.30
4043572,None,2,primary,None,12.30,None,6,6198,DotRef,6.30
4043574,None,2,primary,None,12.30,None,6,58084,DotRef,6.30
4043608,None,2,primary,None,12.30,None,6,58084,DotRef,6.30
4043609,None,1,primary,None,9.15,None,6,58084,DotRef,3.15
4043611,None,2,primary,None,12.30,None,6,16638,DotRef,6.30
4043614,None,2,primary,None,12.30,None,6,16638,DotRef,6.30
4043615,None,2,primary,None,12.30,6.40,6,56688,DotRef,6.30
4043637,None,2,primary,None,12.30,6.00,6,8709,DotRef,6.30
4043639,None,2,primary,None,12.30,None,6,38134,DotRef,6.30
4043672,None,2,primary,None,12.30,6.40,6,56688,DotRef,6.30
4045677,None,2,primary,None,12.30,0.00,5,48550,DotRef,6.30
4045678,None,2,primary,None,12.30,8.20,6,6770,DotRef,6.30
4045679,None,2,primary,None,12.30,7.50,6,6770,DotRef,6.30
4045680,None,2,primary,None,12.30,0.00,5,6770,DotRef,6.30
4045682,None,2,primary,None,12.30,6.90,6,46799,DotRef,6.30
4048258,None,2,primary,None,12.30,6.80,6,57771,DotRef,6.30
4048922,None,2,primary,None,12.30,None,6,37822,DotRef,6.30
4048939,None,2,primary,None,12.30,None,6,37822,DotRef,6.30
4048953,None,2,primary,None,12.30,None,6,37822,DotRef,6.30
4048954,None,2,primary,None,12.30,None,6,4048954,primary,6.30
4048959,None,2,primary,None,12.30,None,6,16072,DotRef,6.30
4048984,None,2,primary,None,12.30,None,6,37822,DotRef,6.30
4048996,None,2,primary,None,12.30,None,6,37822,DotRef,6.30
4048999,None,2,primary,None,12.30,None,6,37822,DotRef,6.30
4049000,None,2,primary,None,12.30,None,6,37822,DotRef,6.30
4049002,None,2,primary,None,12.30,None,6,17026,DotRef,6.30
4049113,None,2,primary,None,12.30,9.20,6,73564,DotRef,6.30
4049119,None,1,primary,None,9.15,7.60,6,6375,Lts,3.15
4049121,None,2,primary,None,12.30,10.90,3a,7538,DotRef,6.30
4049140,None,2,primary,None,12.30,7.20,6,7215,DotRef,6.30
4049529,None,2,primary,None,12.30,6.00,6,36674,DotRef,6.30
4049571,None,2,primary,None,12.30,8.90,6,56944,DotRef,6.30
4049573,None,2,primary,None,12.30,0.00,5,56944,DotRef,6.30
4054004,None,2,primary,None,12.30,7.40,6,7049,DotRef,6.30
4055118,None,2,primary,None,12.30,6.40,6,28768,DotRef,6.30
4059251,None,2,primary,None,12.30,7.30,6,47610,DotRef,6.30
4059876,None,2,primary,None,12.30,7.70,6,18488,DotRef,6.30
4059880,None,2,primary,None,12.30,8.30,6,26900,DotRef,6.30
4059883,None,1,primary,None,9.15,12.80,1a,56929,DotRef,3.15
4059890,None,2,primary,None,12.30,8.70,6,26900,DotRef,6.30
4059891,None,2,primary,None,12.30,7.60,6,26900,DotRef,6.30
4059893,None,2,primary,None,12.30,11.00,1a,6428,DotRef,6.30
4059894,None,1,primary,None,9.15,15.30,3a,36822,DotRef,3.15
4059895,None,2,primary,None,12.30,22.70,1b,36822,DotRef,6.30
4059897,None,1,primary,None,9.15,10.70,2a,7618,DotRef,3.15
4059898,None,1,primary,None,9.15,15.80,1a,36822,DotRef,3.15
4059899,None,1,primary,None,9.15,7.20,6,6428,DotRef,3.15
4059900,None,1,primary,None,9.15,8.00,6,26433,DotRef,3.15
4059901,None,2,primary,None,12.30,7.00,6,26433,DotRef,6.30
4059902,None,2,primary,None,12.30,8.30,6,37103,DotRef,6.30
4059903,None,1,primary,None,9.15,11.80,4a,37103,DotRef,3.15
4059904,None,1,primary,None,9.15,16.20,2a,36822,DotRef,3.15
4059905,None,2,primary,None,12.30,8.80,6,56763,DotRef,6.30
4059906,None,2,primary,None,12.30,9.60,6,7618,DotRef,6.30
4059909,None,4,primary,None,18.60,10.00,6,26433,DotRef,12.60
4060709,None,2,primary,None,12.30,0.00,5,4060709,primary,6.30
4060723,None,2,primary,None,12.30,0.00,5,4060723,primary,6.30
4060742,None,2,primary,None,12.30,0.00,5,4060742,primary,6.30
4060819,None,2,primary,None,12.30,9.00,6,27612,DotRef,6.30
4060864,None,2,primary,None,12.30,0.00,5,75255,DotRef,6.30
4065297,None,2,primary,None,12.30,8.80,6,27612,DotRef,6.30
4066858,None,2,primary,None,12.30,0.00,5,4066858,primary,6.30
4066859,None,2,primary,None,12.30,0.00,5,4066859,primary,6.30
4066877,None,2,primary,None,12.30,0.00,5,4066877,primary,6.30
4066878,None,2,primary,None,12.30,0.00,5,4066878,primary,6.30
4066879,None,2,primary,None,12.30,0.00,5,4066879,primary,6.30
4071152,None,2,primary,None,12.30,6.10,6,37734,DotRef,6.30
4071917,None,2,primary,None,12.30,0.00,5,17176,DotRef,6.30
4071936,no,2,primary,None,12.30,7.50,6,27237,DotRef,6.30
4071937,None,2,primary,None,12.30,7.20,6,27237,DotRef,6.30
4073126,None,2,primary,None,12.30,10.40,3a,70185,DotRef,6.30
4075020,None,1,primary,None,9.15,5.90,6,59029,DotRef,3.15
4075181,None,2,primary,None,12.30,6.40,6,17023,DotRef,6.30
4077430,None,2,primary,None,12.30,None,6,46211,DotRef,6.30
4077447,None,2,primary,None,12.30,None,6,4077447,primary,6.30
4077744,None,2,primary,None,12.30,None,6,4077744,primary,6.30
4077765,None,2,primary,None,12.30,0.00,5,4077765,primary,6.30
4082588,None,2,primary,None,12.30,16.50,1a,80694,DotRef,6.30
4082596,None,2,primary,None,12.30,15.80,1a,47874,DotRef,6.30
4084018,no,2,primary,None,12.30,0.00,5,4084018,primary,6.30
4086497,None,2,primary,None,12.30,7.60,6,7635,DotRef,6.30
4086500,None,2,primary,None,12.30,7.50,6,27696,DotRef,6.30
4087032,None,2,primary,None,12.30,6.80,6,57771,DotRef,6.30
4087563,None,2,primary,None,12.30,0.00,5,37719,DotRef,6.30
4089811,None,2,primary,None,12.30,0.00,5,17586,DotRef,6.30
4110007,None,2,primary,None,12.30,0.00,5,16252,DotRef,6.30
4117193,None,1,primary,None,9.15,14.80,1a,17524,DotRef,3.15
4117194,None,1,primary,None,9.15,8.40,6,37651,DotRef,3.15
4132258,None,2,primary,None,12.30,None,6,46256,DotRef,6.30
4132259,None,2,primary,None,12.30,None,6,46256,DotRef,6.30
4132260,None,2,primary,None,12.30,None,6,46256,DotRef,6.30
4132261,None,2,primary,None,12.30,None,6,46256,DotRef,6.30
4132262,None,2,primary,None,12.30,None,6,46256,DotRef,6.30
4132483,None,2,primary,None,12.30,0.00,5,36831,DotRef,6.30
4132489,None,2,primary,None,12.30,0.00,5,36831,DotRef,6.30
4132795,None,2,primary,None,12.30,0.00,5,36829,DotRef,6.30
4162839,None,2,primary,None,12.30,6.80,6,99898,DotRef,6.30
4187069,None,2,primary,None,12.30,0.00,5,4187069,primary,6.30
4187071,None,2,primary,None,12.30,0.00,5,4187071,primary,6.30
4187452,None,2,primary,None,12.30,0.00,5,4187452,primary,6.30
4187484,None,2,primary,None,12.30,0.00,5,4187484,primary,6.30
4187485,None,2,primary,None,12.30,0.00,5,4187485,primary,6.30
4193789,None,2,primary,None,12.30,None,6,4193789,primary,6.30
4193790,None,2,primary,None,12.30,None,6,4193790,primary,6.30
4193791,None,2,primary,None,12.30,None,6,4193791,primary,6.30
4193794,None,2,primary,None,12.30,None,6,4193794,primary,6.30
4193952,None,2,primary,None,12.30,None,6,4193952,primary,6.30
4195019,None,3,primary,None,15.45,0.00,5,4195019,primary,9.45
4195035,no,2,primary,None,12.30,0.00,5,4195035,primary,6.30
4195044,None,1,primary,None,9.15,0.00,5,4195044,primary,3.15
4195045,None,2,primary,None,12.30,0.00,5,4195045,primary,6.30
4196159,None,2,primary,None,12.30,0.00,5,4196159,primary,6.30
4208556,None,1,primary,None,9.15,None,6,4208556,primary,3.15
4209447,None,2,primary,None,12.30,7.00,6,48813,DotRef,6.30
4209463,None,2,primary,None,12.30,0.00,5,48813,DotRef,6.30
4209466,None,2,primary,None,12.30,10.00,6,48813,DotRef,6.30
4209467,None,2,primary,None,12.30,6.90,6,48813,DotRef,6.30
4209966,None,2,primary,None,12.30,8.20,6,8544,DotRef,6.30
4210928,None,2,primary,None,12.30,7.70,6,17636,DotRef,6.30
4211311,None,2,primary,None,12.30,0.00,5,4211311,primary,6.30
4215314,None,2,primary,None,12.30,0.00,5,4215314,primary,6.30
4215315,None,1,primary,None,9.15,0.00,5,4215315,primary,3.15
4215316,None,1,primary,None,9.15,0.00,5,4215316,primary,3.15
4223401,None,2,primary,None,12.30,0.00,5,4223401,primary,6.30
4223965,None,2,primary,None,12.30,20.00,2a,58306,DotRef,6.30
4223982,None,2,primary,None,12.30,14.50,1a,38269,DotRef,6.30
4223983,None,2,primary,None,12.30,34.00,1c,38269,DotRef,6.30
4227984,None,2,primary,None,12.30,7.00,6,17570,DotRef,6.30
4228315,None,1,primary,None,9.15,7.10,6,37702,DotRef,3.15
4234705,None,2,primary,None,12.30,7.00,6,56644,DotRef,6.30
4234706,None,2,primary,None,12.30,7.00,6,6627,DotRef,6.30
4235289,None,2,primary,None,12.30,7.50,6,48350,DotRef,6.30
4235330,None,2,primary,None,12.30,7.00,6,38815,DotRef,6.30
4235737,None,2,primary,None,12.30,7.20,6,17686,DotRef,6.30
4235738,None,2,primary,None,12.30,7.60,6,17686,DotRef,6.30
4236993,None,3,primary,None,15.45,16.30,4a,27785,DotRef,9.45
4236998,None,2,primary,None,12.30,13.10,4a,27785,DotRef,6.30
4237853,no,2,primary,None,12.30,9.70,6,38017,DotRef,6.30
4237856,None,3,primary,None,15.45,17.20,4a,17917,DotRef,9.45
4237859,None,2,primary,None,12.30,16.00,4a,27667,DotRef,6.30
4239598,None,2,primary,None,12.30,8.80,6,26803,DotRef,6.30
4240403,None,2,primary,None,12.30,13.40,1a,70020,DotRef,6.30
4242578,None,1,primary,None,9.15,0.00,5,4242578,primary,3.15
4242579,None,1,primary,None,9.15,None,6,4242579,primary,3.15
4244292,None,2,primary,None,12.30,None,6,4244292,primary,6.30
4244307,None,2,primary,None,12.30,None,6,4244307,primary,6.30
4244318,None,2,primary,None,12.30,None,6,4244318,primary,6.30
4244320,None,2,primary,None,12.30,None,6,4244320,primary,6.30
4244324,None,2,primary,None,12.30,None,6,4244324,primary,6.30
4244325,None,2,primary,None,12.30,None,6,4244325,primary,6.30
4244341,None,2,primary,None,12.30,None,6,4244341,primary,6.30
4244342,None,2,primary,None,12.30,None,6,4244342,primary,6.30
4244398,None,2,primary,None,12.30,None,6,99758,DotRef,6.30
4244399,None,2,primary,None,12.30,None,6,99758,DotRef,6.30
4244823,None,2,primary,None,12.30,36.60,1c,4244823,primary,6.30
4245739,None,2,primary,None,12.30,0.00,5,4245739,primary,6.30
4247639,None,2,primary,None,12.30,7.20,6,38562,DotRef,6.30
4248544,None,4,primary,None,18.60,7.80,6,56924,DotRef,12.60
4248699,None,2,primary,None,12.30,8.00,6,99166,DotRef,6.30
4249942,None,2,primary,None,12.30,13.30,3a,48821,DotRef,6.30
4252251,None,2,primary,None,12.30,8.00,6,47081,DotRef,6.30
4252415,None,2,primary,None,12.30,7.30,6,58317,DotRef,6.30
4252416,None,2,primary,None,12.30,6.80,6,58317,DotRef,6.30
4252417,None,2,primary,None,12.30,8.90,6,17687,DotRef,6.30
4252418,None,2,primary,None,12.30,8.30,6,37824,DotRef,6.30
4252419,None,1,primary,None,9.15,8.30,6,28758,DotRef,3.15
4253223,None,2,primary,None,12.30,21.30,1b,26078,DotRef,6.30
4253331,None,2,primary,None,12.30,27.00,1b,28123,DotRef,6.30
4253666,None,2,primary,None,12.30,37.40,1c,17168,DotRef,6.30
4253691,None,2,primary,None,12.30,22.40,1b,17168,DotRef,6.30
4253716,None,2,primary,None,12.30,21.60,2b,27581,DotRef,6.30
4253840,None,3,primary,None,15.45,19.70,1a,46469,DotRef,9.45
4254080,None,2,primary,None,12.30,31.70,1c,46469,DotRef,6.30
4254950,None,2,primary,None,12.30,13.00,1a,946,Lts,6.30
4255096,None,1,primary,None,9.15,26.60,1b,37774,DotRef,3.15
4255097,None,2,primary,None,12.30,29.30,1b,17638,DotRef,6.30
4255130,None,2,primary,None,12.30,10.50,1a,16250,DotRef,6.30
4255394,None,2,primary,None,12.30,34.70,1c,29009,DotRef,6.30
4255406,None,2,primary,None,12.30,20.00,1b,29009,DotRef,6.30
4255407,None,2,primary,None,12.30,22.40,1b,46432,DotRef,6.30
4255410,None,2,primary,None,12.30,30.60,4c,46432,DotRef,6.30
4255411,None,2,primary,None,12.30,24.60,1b,29009,DotRef,6.30
4255412,None,2,primary,None,12.30,17.10,1a,26078,DotRef,6.30
4255485,None,2,primary,None,12.30,7.00,6,59029,DotRef,6.30
4255578,None,2,primary,None,12.30,14.40,2a,6119,DotRef,6.30
4255583,None,2,primary,None,12.30,7.80,6,37264,DotRef,6.30
4255700,None,2,primary,None,12.30,0.00,5,27658,DotRef,6.30
4255754,None,2,primary,None,12.30,10.30,4a,28211,DotRef,6.30
4255804,None,2,primary,None,12.30,14.20,1a,56899,DotRef,6.30
4255811,None,2,primary,None,12.30,10.20,3a,56899,DotRef,6.30
4255873,None,3,primary,None,15.45,8.70,6,16841,DotRef,9.45
4255900,None,2,primary,None,12.30,8.00,6,57611,DotRef,6.30
4255910,None,2,primary,None,12.30,7.00,6,57611,DotRef,6.30
4256531,None,3,primary,None,15.45,11.70,2a,27663,DotRef,9.45
4256623,None,2,primary,None,12.30,24.00,1b,38702,DotRef,6.30
4256876,None,4,primary,None,18.60,23.90,1b,75101,DotRef,12.60
4256991,None,3,primary,None,15.45,18.80,4a,37827,DotRef,9.45
4257003,None,2,primary,None,12.30,12.80,4a,48009,DotRef,6.30
4257246,None,2,primary,None,12.30,16.70,3a,27733,DotRef,6.30
4257247,None,2,primary,None,12.30,33.50,1c,4257247,primary,6.30
4257337,None,2,primary,None,12.30,12.40,2a,26917,DotRef,6.30
4257817,None,2,primary,None,12.30,15.30,3a,766,Lts,6.30
4259392,None,2,primary,None,12.30,7.80,6,38365,DotRef,6.30
4259681,None,2,primary,None,12.30,19.70,1a,7603,DotRef,6.30
4259682,None,2,primary,None,12.30,102.80,1c,7603,DotRef,6.30
4259683,None,2,primary,None,12.30,29.70,1b,7603,DotRef,6.30
4259720,None,2,primary,None,12.30,0.00,5,17567,DotRef,6.30
4259759,None,2,primary,None,12.30,33.80,1c,37704,DotRef,6.30
4260222,None,2,primary,None,12.30,20.10,2b,8618,DotRef,6.30
